#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="CalibratedYuleModel.t:tree" spec="beast.base.evolution.speciation.CalibratedYuleModel">
#            <parameter id="birthRateY.t:tree" lower="0.0" name="birthRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:tree" spec="beast.base.evolution.tree.Tree">
#                <taxonset id="TaxonSet.metazoa_alignment" spec="beast.base.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="CalibratedYuleBirthRatePrior.t:tree" name="distribution" x="@birthRateY.t:tree">
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.4" name="alpha" spec="beast.base.inference.parameter.RealParameter">0.001</parameter>
#                <parameter estimate="false" id="RealParameter.5" name="beta" spec="beast.base.inference.parameter.RealParameter">1000.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="ClockPrior.c:clock" name="distribution">
#            <parameter id="clockRate.c:clock" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="GammaShapePrior.s:metazoa_alignment" name="distribution">
#            <parameter id="gammaShape.s:metazoa_alignment" lower="0.1" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="KappaPrior.s:metazoa_alignment" name="distribution">
#            <parameter id="kappa.s:metazoa_alignment" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="M" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="S" spec="beast.base.inference.parameter.RealParameter">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <distribution id="Plankina-Grantia.prior" monophyletic="true" spec="beast.base.evolution.tree.MRCAPrior" tree="@Tree.t:tree">
#            <taxonset id="Plankina-Grantia" spec="beast.base.evolution.alignment.TaxonSet">
#                <taxon id="Grantia_compressa" spec="beast.base.evolution.alignment.Taxon"/>
#                <taxon id="Plakina_jani" spec="beast.base.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Normal id="Normal.0" name="distr">
#                <parameter estimate="false" id="RealParameter.6" name="mean" spec="beast.base.inference.parameter.RealParameter">6.0</parameter>
#                <parameter estimate="false" id="RealParameter.7" name="sigma" spec="beast.base.inference.parameter.RealParameter">0.5</parameter>
#            </Normal>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@metazoa_alignment" id="treeLikelihood.metazoa_alignment" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:tree">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:metazoa_alignment" shape="@gammaShape.s:metazoa_alignment" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:metazoa_alignment" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:metazoa_alignment" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:metazoa_alignment" kappa="@kappa.s:metazoa_alignment" spec="beast.base.evolution.substitutionmodel.HKY">
#                    <frequencies data="@metazoa_alignment" id="empiricalFreqs.s:metazoa_alignment" spec="beast.base.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:clock" id="StrictClock.c:clock" spec="beast.base.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.metazoa_alignment	Tree.height	Tree.treeLength	mutationRate	gammaShape	kappa	CalibratedYuleModel	birthRateY	logP(mrca(Plankina-Grantia))	mrca.age(Plankina-Grantia)	clockRate
58800	-75022.41569928708	-74958.38383626759	-64.03186301949135	-74958.38383626759	11.870990317805598	129.95943933462112	1.0	0.7180322312791148	2.33480963353006	-56.33746422189961	0.11116714493344093	-0.2592799371466437	6.129399738218275	0.1259600491375204
59000	-75027.51814873597	-74963.82212987632	-63.69601885964667	-74963.82212987632	12.797146350225088	134.1639721025194	1.0	0.7180322312791148	2.33480963353006	-55.25656469721907	0.20115749075949976	-0.4117851064514488	6.304953893077889	0.1259600491375204
59200	-75025.36216588132	-74961.74608244255	-63.61608343876503	-74961.74608244255	12.709236341423441	131.46549114556092	1.0	0.7180322312791148	2.33480963353006	-55.84876170085447	0.12299497414255654	-0.23118354327140458	6.051923937768033	0.1259600491375204
59400	-75025.72838185086	-74962.99213582689	-62.73624602397369	-74962.99213582689	12.447818430520343	130.60115981074478	1.0	0.7241517734371515	2.344015915716361	-54.734994242689694	0.15457538451808236	-0.2270953378882427	6.025534146192063	0.12955607227852917
59600	-75021.94437568344	-74957.80273169423	-64.14164398920022	-74957.80273169423	13.173407621355484	137.33997243990865	1.0	0.7187043098514937	2.3413390858142002	-56.044393889328866	0.1341510164188974	-0.47116946859008924	6.350269978691696	0.1173434852363884
59800	-75017.3871472889	-74951.57084765982	-65.81629962907306	-74951.57084765982	13.364942770938036	134.65109306444438	1.0	0.7144718677581502	2.347871301182294	-57.28508856423718	0.26191342096114756	-0.2383339451083372	6.079191516160539	0.12432057960115706
60000	-75022.59954365814	-74960.07138032159	-62.52816333655799	-74960.07138032159	12.52766140144861	129.07017960692266	1.0	0.7118321095466911	2.345797858437747	-54.339931597051375	0.18730330219983413	-0.23381888232605208	5.936645719634248	0.1201483198946273
60200	-75019.52957978114	-74955.40710525509	-64.1224745260608	-74955.40710525509	13.230267502377803	137.6765647861989	1.0	0.7014035927002765	2.296268015054442	-56.05326658656982	0.13539396706314008	-0.46867323564561936	6.348483775089237	0.12033181774831601
60400	-75026.26911876004	-74959.49838793594	-66.77073082411346	-74959.49838793594	12.394935569563426	137.18693936203417	1.0	0.7014035927002765	2.296268015054442	-57.694652712243204	0.2644763580817898	-0.8065208279082199	6.538855024688224	0.12033181774831601
60600	-75024.75334022402	-74960.22047259539	-64.53286762862872	-74960.22047259539	13.752905970881441	139.88445753130156	1.0	0.7077963275552919	2.296400083433599	-56.7651862040744	0.12598981384529492	-0.23262784047695975	6.058465749940595	0.11617277882342629
60800	-75023.32062390454	-74958.76786230125	-64.55276160329092	-74958.76786230125	13.570507565128105	139.88167113832625	1.0	0.7077963275552919	2.296400083433599	-56.279254263109436	0.19181119249144074	-0.3184977906064611	6.215297977187123	0.11617277882342629
61000	-75021.57936987565	-74956.99344258607	-64.58592728958305	-74956.99344258607	12.668298025797538	140.80918021869672	1.0	0.7077963275552919	2.296400083433599	-56.057899345462474	0.1671310006466052	-0.7106389170030133	6.492365496536001	0.11617277882342629
61200	-75019.22715511713	-74958.82064768764	-60.40650742949335	-74958.82064768764	10.919717025011549	115.23604748679732	1.0	0.7153012948164243	2.3517643878744394	-51.85655384774448	0.20446976120716728	-0.5021484704623779	5.628276233058975	0.13973008000202616
61400	-75020.56231866799	-74959.91393063252	-60.648388035458446	-74959.91393063252	10.480043827172775	114.98956623289395	1.0	0.7259060838271847	2.3644147473621335	-51.87880356457427	0.20446976120716728	-0.7062979562912496	5.50984359453001	0.14742227189817148
61600	-75029.62240378476	-74962.97537403883	-66.64702974592969	-74962.97537403883	13.367479818265863	140.20971788964684	1.0	0.7259060838271847	2.3644147473621335	-57.6284577562274	0.24356051576108556	-0.780475990953716	6.526633002340809	0.11729060890900106
61800	-75027.52308893159	-74964.00782222256	-63.51526670903579	-74964.00782222256	12.400616807373089	132.89437952294125	1.0	0.7231659455431421	2.3809150413009785	-55.63177340458492	0.13156401618367267	-0.257156371955107	6.125229827338337	0.1218709241798005
62000	-75026.75765966601	-74961.34274028166	-65.41491938434666	-74961.34274028166	13.6469825161673	143.36145341912436	1.0	0.7198546126591292	2.334595463949826	-56.40017925800779	0.1695365545758763	-1.1562116654874615	6.682063161607022	0.11098353328869481
62200	-75023.0002196124	-74953.44179215534	-69.55842745706269	-74953.44179215534	13.913329910842716	149.8876143251936	1.0	0.7206434887708055	2.3003008163705236	-59.42892629440131	0.09321139448179866	-2.8811480387156125	7.152249253866299	0.11158912689294793
62400	-75034.58592480466	-74962.67547995613	-71.91044484853238	-74962.67547995613	16.002366538509854	156.97661515469255	1.0	0.7062464563175704	2.2950487179299026	-60.73588174006549	0.2339381259289006	-3.023239697758139	7.182676698238663	0.10671790422941269
62600	-75033.68851305849	-74962.38624981689	-71.30226324159747	-74962.38624981689	14.542092107980933	158.0346361077272	1.0	0.7062464563175704	2.2950487179299026	-58.93494066151445	0.18801065040249035	-4.434384587783945	7.450619391008409	0.10671790422941269
62800	-75022.03376461295	-74961.03465836255	-60.999106250390746	-74961.03465836255	11.073147152764871	119.1339421855431	1.0	0.713076395526648	2.2334939842569934	-52.62974873128485	0.18801065040249035	-0.45359515502218917	5.662506442744856	0.1396193343755843
63000	-75021.1945150509	-74959.1050665129	-62.08944853799384	-74959.1050665129	10.717095472638528	113.72302299422876	1.0	0.720137633203007	2.235615257119874	-52.22162246575879	0.2458102650677846	-1.6763211371223479	5.148375145830742	0.1481049257133915
63200	-75023.47978863642	-74959.78761144397	-63.692177192449165	-74959.78761144397	12.797940504415468	129.1917430254445	1.0	0.720137633203007	2.235615257119874	-55.27342355810155	0.243484069504139	-0.23674995771873136	6.0740223110757965	0.12679114408794057
63400	-75020.83767676447	-74958.8285352504	-62.00914151405694	-74958.8285352504	11.49077573332362	123.80424708197818	1.0	0.7283999859039635	2.2093926193272195	-53.58538261192524	0.20657023856550102	-0.4080545353129668	5.698119905700757	0.1313904698482791
63600	-75016.43055281318	-74954.99357542493	-61.4369773882542	-74954.99357542493	11.306322892180827	123.16648276735214	1.0	0.7200106630067853	2.2391397915921423	-53.43042350740107	0.1627363230976062	-0.22589627102448998	5.992757128340133	0.1293317289067408
63800	-75028.4615343785	-74960.32285393246	-68.13868044604014	-74960.32285393246	13.269509689842144	141.7461572575877	1.0	0.7200106630067853	2.2391397915921423	-60.00834846563466	0.08202590253726937	-1.0341661441448275	6.635757340303712	0.11404090257350435
64000	-75021.8360730627	-74959.0497318746	-62.7863411880943	-74959.0497318746	12.194751243687486	130.83915815570523	1.0	0.7200106630067853	2.2391397915921423	-54.53813214163007	0.19027706314352313	-0.31133025013106674	6.206807757937582	0.1247216141082072
64200	-75024.36019395915	-74961.51174532881	-62.84844863033668	-74961.51174532881	13.197972167846181	131.137809961644	1.0	0.7200106630067853	2.2391397915921423	-54.824201846951496	0.14936255559080652	-0.329271424619945	6.227464362016578	0.1247216141082072
64400	-75017.39451620345	-74956.28430792838	-61.11020827507582	-74956.28430792838	10.75686185003641	112.17843650952548	1.0	0.7104248708805553	2.232266804285468	-51.658869735848924	0.23892961914133834	-1.2992264404963616	5.267389910030023	0.1487570087581232
64600	-75019.40574223548	-74957.99798522054	-61.407757014941126	-74957.99798522054	9.87845540148189	107.54956667872565	1.0	0.7104248708805553	2.232266804285468	-50.75507623550726	0.20106209581562118	-2.6729892262220973	4.893835935862729	0.1487570087581232
64800	-75019.19195298564	-74953.52681312259	-65.66513986305519	-74953.52681312259	13.330927730559267	140.97508195116762	1.0	0.7104248708805553	2.232266804285468	-57.09219768010019	0.22002963024374467	-0.5031733851794667	6.37241242764893	0.11928637185898552
65000	-75017.41710658566	-74952.47840197654	-64.93870460912758	-74952.47840197654	13.83545728733581	139.8804226466727	1.0	0.7104248708805553	2.232266804285468	-56.1661920841148	0.1962473727400026	-0.8170393741925378	6.543713169579242	0.11622735622562999
65200	-75019.4680288745	-74955.72709566623	-63.74093320827858	-74955.72709566623	12.95876561275643	135.82321158393424	1.0	0.7104248708805553	2.232266804285468	-55.600839715063344	0.14239301431183968	-0.5051384400102639	6.373729238463849	0.11622735622562999
65400	-75017.09062016063	-74953.86033067698	-63.23028948365026	-74953.86033067698	12.523029922499983	133.55362833760884	1.0	0.7272112548542756	2.237397063562814	-55.07410810322537	0.18480220008011713	-0.24195523023561705	6.0898996039782425	0.12049457528291525
65600	-75025.89905476871	-74956.63625617835	-69.26279859036998	-74956.63625617835	13.140553584395741	145.5378837582654	1.0	0.7248424825986373	2.248134307268852	-60.96342877950026	0.07677584844332219	-1.2609396871801501	6.719426276464595	0.1119492063122161
65800	-75030.17492481008	-74962.0328071347	-68.14211767538305	-74962.0328071347	14.080853117286802	151.45018037424697	1.0	0.7283517144918822	2.312118792317263	-57.97130137013868	0.1214645407379812	-2.645653791568872	7.099968735674825	0.10854912114644967
66000	-75025.43505266665	-74961.27691776914	-64.15813489752105	-74961.27691776914	12.34824080865567	137.252988123771	1.0	0.7333180623093452	2.318135649357936	-55.5954670274223	0.14929912237262633	-0.8240561412930468	6.5469299720477565	0.11280220472898997
66200	-75022.85526229274	-74960.39064693573	-62.464615357007006	-74960.39064693573	11.9296711800982	117.9369147322556	1.0	0.732959793280358	2.2906911636268443	-53.40479327842385	0.26296359058646895	-0.766607811904702	5.479992086954451	0.1419423517047004
66400	-75018.5594470756	-74956.20504993146	-62.35439714413774	-74956.20504993146	10.947908698950375	118.20753533259186	1.0	0.7382918822453628	2.231961205406336	-53.41223434973273	0.2619635650479934	-0.6703359293482257	5.52854237905009	0.1347927413750131
66600	-75022.73763017305	-74960.07122361232	-62.66640656072836	-74960.07122361232	11.100249196715641	115.24758538540256	1.0	0.7382918822453628	2.231961205406336	-52.843319166243816	0.2591111729735316	-1.562200654104955	5.182562142588127	0.1347927413750131
66800	-75016.02506058343	-74955.05426725389	-60.9707933295468	-74955.05426725389	11.116990808378135	118.96115643135306	1.0	0.7382918822453628	2.231961205406336	-52.9019405471397	0.15961353144651097	-0.29208278188659786	5.817940354221658	0.1347927413750131
67000	-75029.23719535809	-74959.7530907887	-69.48410456938471	-74959.7530907887	15.69122960655108	160.5165443666471	1.0	0.7382918822453628	2.231961205406336	-59.094280522632104	0.16895855473135393	-2.556203617540464	7.079447142035157	0.10054439379808713
67200	-75027.24528877981	-74960.16480849902	-67.08048028079077	-74960.16480849902	14.184203576413738	152.3911280618423	1.0	0.7390536906217517	2.235498130108765	-57.97693421349508	0.17346713756817028	-1.2414664686808612	6.712627222338627	0.10681875447000921
67400	-75021.86781767379	-74959.02522372275	-62.842593951033656	-74959.02522372275	12.377398061009249	131.34080978999532	1.0	0.73078713331083	2.266569432155768	-54.76539175611001	0.16790900822241414	-0.24379118015446316	5.905132124747795	0.11934087943658638
67600	-75020.15236274926	-74956.01209310294	-64.14026964631252	-74956.01209310294	12.514926039490359	135.94250739833024	1.0	0.7054781111400904	2.2908429367440757	-55.73557089138863	0.206657013708034	-0.37967762659646664	6.277386259529685	0.11537229984059649
67800	-75019.49050402922	-74956.78775023791	-62.7027537913142	-74956.78775023791	12.601463696617564	130.34142749823343	1.0	0.7181318816392523	2.2831575667326343	-54.49741605646879	0.1904799102923795	-0.25210015547283526	6.1146926388834695	0.12398439258229631
68000	-75031.06008676345	-74966.66830994196	-64.39177682148713	-74966.66830994196	13.27654262264723	138.8247994533858	1.0	0.7072571238308266	2.325233960919004	-56.203559325039855	0.1904799102923795	-0.22952540904208565	5.95679087829313	0.11512055914968868
68200	-75029.3785529131	-74962.83580121081	-66.54275170229224	-74962.83580121081	13.925627656172004	143.98573944459065	1.0	0.7072571238308266	2.325233960919004	-57.00969381496435	0.1243047181750167	-2.0008159398012486	6.942078708802115	0.11512055914968868
68400	-75026.0297810587	-74965.84274209665	-60.18703896206392	-74965.84274209665	10.180953479711107	108.33138215337145	1.0	0.7072571238308266	2.325233960919004	-50.835396642432094	0.18844059779225963	-1.4037054127086956	5.23256464113778	0.15043606996463377
68600	-75023.31996958397	-74960.38129510863	-62.938674475341436	-74960.38129510863	12.383761302809287	132.26651187839772	1.0	0.7088377199844993	2.364081766330042	-54.76516896983916	0.16648005473634517	-0.3327926489196403	6.231302071191454	0.1173115100677042
68800	-75026.0634744686	-74960.85214545575	-65.2113290128474	-74960.85214545575	13.92834245134	142.04574357164506	1.0	0.7088377199844993	2.364081766330042	-56.15789563844112	0.16648005473634517	-1.212720517823648	6.702470342854031	0.1173115100677042
69000	-75027.22569103228	-74964.41602544844	-62.809665583837415	-74964.41602544844	13.052650904682604	131.55883880993483	1.0	0.7080595277297606	2.3749064894579943	-54.66878048719346	0.16648005473634517	-0.2967835643224659	6.188404102500103	0.1231757937292398
69200	-75020.94513162607	-74958.91048979692	-62.034641829142096	-74958.91048979692	11.60914026241939	126.55850905738619	1.0	0.7084832108042178	2.431655109555821	-53.8544123326556	0.18130905546446663	-0.22869560003534328	5.961893259188066	0.13142705555692893
69400	-75022.29637591765	-74960.7694909359	-61.52688498174762	-74960.7694909359	11.539215935661787	124.087980891859	1.0	0.7084832108042178	2.431655109555821	-53.30100936924724	0.18130905546446663	-0.2743417160492305	6.155804947618012	0.13142705555692893
69600	-75021.39086429437	-74959.31108478294	-62.07977951143646	-74959.31108478294	11.067013173782334	115.21266727508859	1.0	0.7046962578017467	2.4009802463417644	-53.8610456335818	0.12584729058740748	-0.6475492791120767	5.540784404409351	0.1434892427983904
69800	-75021.17310707139	-74958.01900643882	-63.15410063257349	-74958.01900643882	11.842492038357035	128.13664334521633	1.0	0.7168539904369751	2.3635309113684246	-55.291527504183136	0.12482798600526691	-0.30174874569695187	6.194881236978095	0.13022290028588626
70000	-75015.98690953453	-74954.2561177553	-61.73079177923671	-74954.2561177553	11.938757838020878	125.21375102227398	1.0	0.7168539904369751	2.3635309113684246	-53.54547629905517	0.18430869761087598	-0.23514591354601522	6.068390645929425	0.13022290028588626
70200	-75020.207922727	-74959.62241330657	-60.58550942043347	-74959.62241330657	10.262116446541093	108.00223236805364	1.0	0.7168539904369751	2.3635309113684246	-50.90781924668596	0.25803161783933626	-1.3913132833267827	5.236612178941118	0.1500314270645349
70400	-75023.26785631881	-74958.5983838597	-64.66947245911395	-74958.5983838597	13.24882265267492	138.53940330132485	1.0	0.7168539904369751	2.3635309113684246	-56.05080050906082	0.20043039231923	-0.5847151569332701	6.423629439657198	0.1195625580786223
70600	-75020.72760213124	-74958.66751735896	-62.06008477228411	-74958.66751735896	11.493181869091536	126.06111877632884	1.0	0.7168539904369751	2.3635309113684246	-53.80023616723444	0.20043039231923	-0.22589181192981073	6.007087287389521	0.1305045223941431
70800	-75037.195295257	-74974.94446202114	-62.250833235856774	-74974.94446202114	10.995986915808865	121.1559947291027	1.0	0.7168539904369751	2.3635309113684246	-53.69155711751423	0.25138652492908464	-0.2989702151633954	5.808716359143459	0.1305045223941431
71000	-75022.49081917189	-74959.7135625766	-62.77725659528975	-74959.7135625766	11.92128731203361	127.42596050082766	1.0	0.7091731726416991	2.2607340205424182	-54.45193745953644	0.22430520013391225	-0.2264457809423959	5.981910938420298	0.12826879656516074
71200	-75019.85505099558	-74959.37383069596	-60.481220299627836	-74959.37383069596	10.929452173789345	115.56217540534195	1.0	0.7172548901653024	2.2540692233048474	-51.97567444015647	0.19141902190132942	-0.5596092673281412	5.5914550730437265	0.14210014900527287
71400	-75019.34996967332	-74958.13224795114	-61.21772172217751	-74958.13224795114	11.998273940035784	120.07999974385568	1.0	0.7213447583109366	2.244379946309723	-52.805053883724696	0.19141902190132942	-0.4664269897438056	5.653131410258093	0.13617357169098324
71600	-75022.2612744437	-74960.30311309233	-61.958161351367565	-74960.30311309233	11.658499128216603	126.4488506503012	1.0	0.7191477471298506	2.24888836024624	-53.72103568890641	0.19141902190132942	-0.2913198312713282	6.181008948158096	0.13118618948167263
71800	-75019.675088649	-74957.31285530575	-62.36223334325974	-74957.31285530575	12.036185866128683	129.15488484895687	1.0	0.7191477471298506	2.24888836024624	-54.225074406907204	0.1723591340244159	-0.29615184902821595	6.18756398426069	0.13118618948167263
72000	-75025.95039995886	-74959.70754595684	-66.24285400202439	-74959.70754595684	13.311426560945993	142.42118972346103	1.0	0.7191477471298506	2.24888836024624	-56.722519027748305	0.20552176933342153	-1.5034990226771274	6.799283325871496	0.11017464962652092
72200	-75017.93228552664	-74951.90019789341	-66.03208763322169	-74951.90019789341	13.65708619797326	144.64673633150284	1.0	0.7026641286451809	2.2321581475177363	-56.50847893749848	0.15379276180796972	-1.8195074867802012	6.892669069178347	0.11053249172006437
72400	-75012.68663849933	-74952.21686116276	-60.4697773365701	-74952.21686116276	10.130241243280194	108.09798711552172	1.0	0.7026641286451809	2.2321581475177363	-51.02129332953284	0.17695074637648386	-1.6042344743476376	5.169806311243301	0.14959542025400582
72600	-75021.1265900776	-74959.73852611166	-61.388063965944944	-74959.73852611166	11.121739413029577	113.56455952085099	1.0	0.6963315123019789	2.2494939226083885	-51.86477327449725	0.22549394975619005	-1.4363657825554772	5.22199793383605	0.15208002686404593
72800	-75021.2998676499	-74958.56146439277	-62.738403257126485	-74958.56146439277	12.944601116166336	131.44367307878537	1.0	0.6963315123019789	2.2494939226083885	-54.68063504637552	0.17322921260626317	-0.2343095712322801	6.06526185174952	0.12739277244611752
73000	-75018.5080649852	-74954.4119425372	-64.09612244799462	-74954.4119425372	13.016125083666752	136.14796493221306	1.0	0.7029420349622078	2.2828963113053313	-55.64991022601411	0.20185178707805293	-0.4503257888292703	6.335063006152979	0.11991110148971328
73200	-75027.4096221275	-74961.8278408991	-65.58178122839698	-74961.8278408991	14.535546885299379	141.19530488126634	1.0	0.7029420349622078	2.2828963113053313	-58.00202152108411	0.1047578479557076	-0.23919670981797297	6.081869888155675	0.11991110148971328
73400	-75015.75749453504	-74953.70060526601	-62.056889269014476	-74953.70060526601	11.624206253846657	122.26902987648106	1.0	0.7029420349622078	2.2828963113053313	-54.153613930273806	0.13618694875585707	-0.30056620103586007	5.806641720643862	0.13722550378294404
73600	-75015.34380337794	-74954.5782165231	-60.765586854834964	-74954.5782165231	11.372816878451792	119.37400566060747	1.0	0.6992837634537251	2.2578793354792075	-52.62372895989375	0.18023308134922808	-0.27256994860127093	5.847064399245069	0.14392429652527788
73800	-75014.85257753421	-74952.76658552283	-62.08599201139373	-74952.76658552283	12.28251659848656	127.66301188740806	1.0	0.6992837634537251	2.2578793354792075	-54.02463443205209	0.17046257858513192	-0.24775878581145205	6.104803227924346	0.12560316877345945
74000	-75013.75414987298	-74953.26400488417	-60.490144988811366	-74953.26400488417	9.391909522833615	104.51533980933858	1.0	0.6992837634537251	2.2578793354792075	-50.69726512855598	0.16757626088282718	-1.9963441314770165	5.0591087260388985	0.15186001588112857
74200	-75017.93931494851	-74953.97665241382	-63.962662534684014	-74953.97665241382	11.365608980864401	126.741682113269	1.0	0.7136194723724439	2.2564739018405757	-55.355583419305134	0.26958813374576324	-0.3216728718588493	6.218953784180728	0.12910236392079438
74400	-75017.08701513248	-74954.46276960024	-62.62424553224083	-74954.46276960024	12.096808974717526	129.48181309453548	1.0	0.7136194723724439	2.2564739018405757	-54.68264925746687	0.15074158636349866	-0.23705589103410193	5.924951554348626	0.12910236392079438
74600	-75017.47938712631	-74955.14446036855	-62.33492675776319	-74955.14446036855	12.623464971213796	124.73563107870245	1.0	0.7136194723724439	2.2564739018405757	-53.88520198746669	0.21579679072669344	-0.386707942513545	5.716348285860267	0.1350768697082023
74800	-75018.02680601893	-74957.22261538894	-60.804190629993805	-74957.22261538894	11.620458275158514	119.25539072065702	1.0	0.7136194723724439	2.2564739018405757	-52.52036351308074	0.21458734168154017	-0.22642621662117154	5.982183378877518	0.1350768697082023
75000	-75014.30662788625	-74953.79372348187	-60.51290440438557	-74953.79372348187	10.78950530962899	117.39574749419165	1.0	0.7078565747276795	2.2690254046169334	-52.19531747441059	0.21458734168154017	-0.2610530696174219	5.86721875702364	0.1379804224738353
75200	-75018.64496828974	-74958.51858471779	-60.1263835719416	-74958.51858471779	10.727238942208341	114.94982643714381	1.0	0.706686271214972	2.234707954586432	-52.116596161037464	0.16332888491537023	-0.24055670143633295	5.914077509371511	0.1443002636453557
75400	-75022.8705859084	-74957.97761339623	-64.89297251217509	-74957.97761339623	12.740222564609727	136.22042730154493	1.0	0.706686271214972	2.234707954586432	-56.524785385487164	0.11718868553790335	-0.9306511110353471	6.59365804904449	0.12118208319476939
75600	-75023.05636300262	-74957.07568870502	-65.98067429759647	-74957.07568870502	12.297066839773542	128.05287842711826	1.0	0.7038146632617569	2.2523220366876386	-57.310995896416465	0.307739551716795	-0.2634338477269552	6.137190551938222	0.13178788873545416
75800	-75010.99120353414	-74950.44492617174	-60.54627736240427	-74950.44492617174	10.657613713651461	112.31486370838707	1.0	0.7050515374438813	2.2861702703580056	-51.551802063023295	0.23823898114910846	-0.8295944694037939	5.450544307173423	0.15098774470753057
76000	-75031.332834882	-74963.00561922118	-68.3272156608341	-74963.00561922118	15.251281481349984	154.27188281458402	1.0	0.7050515374438813	2.2861702703580056	-57.92916751025545	0.16004781262802675	-2.630649402911598	7.096553247741958	0.11093907699105571
76200	-75022.48135921346	-74960.1327514469	-62.3486077665535	-74960.1327514469	11.717024915467718	127.79697745479051	1.0	0.7050515374438813	2.2861702703580056	-54.299036205431065	0.16004781262802675	-0.2821728134553848	5.832099045847474	0.13456558708411545
76400	-75019.61401477156	-74956.21849598893	-63.39551878263039	-74956.21849598893	12.462523913121812	131.88905470805523	1.0	0.6936906894724206	2.273912442524523	-55.13518669725849	0.20594835404674097	-0.2571188478004951	5.874845105657494	0.12884454064070924
76600	-75020.4637241003	-74958.56989523339	-61.89382886690601	-74958.56989523339	11.3682253917111	121.87752584533025	1.0	0.6901386785500169	2.2714765242692465	-53.377035885398726	0.16807588462137954	-0.7211252833308268	5.502338503254421	0.13662960289682505
76800	-75019.67081864075	-74958.07731971558	-61.59349892516261	-74958.07731971558	11.816498115808109	124.6444771938463	1.0	0.6901386785500169	2.2714765242692465	-53.567717108919595	0.16807588462137954	-0.23011411806656135	6.046490673375603	0.1327614130006045
77000	-75020.73619567034	-74956.71809134475	-64.01810432558075	-74956.71809134475	12.90778425853933	133.2231270687013	1.0	0.6851355210508207	2.268355277681359	-56.29329116606989	0.11763889837904502	-0.29185449965927523	6.181745903687742	0.12835997552546752
77200	-75021.93619528343	-74959.82048948982	-62.11570579359998	-74959.82048948982	11.741846996376768	126.34074996859523	1.0	0.6851355210508207	2.268355277681359	-53.909491690841385	0.19715945339571136	-0.2572992552701377	5.874485254600485	0.12835997552546752
77400	-75021.28843268473	-74958.44540438597	-62.84302829875154	-74958.44540438597	12.835843841736157	130.07639126311767	1.0	0.6851355210508207	2.268355277681359	-54.62648227255682	0.19109104492402398	-0.2988688042706424	5.808848945038335	0.12835997552546752
77600	-75015.44933047351	-74952.49584541781	-62.953485055698486	-74952.49584541781	11.910228372018727	132.61428825506934	1.0	0.702929541917424	2.2969601903239396	-54.8307839880338	0.1680666094522342	-0.30438345571472075	6.19823231708023	0.12817651485978884
77800	-75020.57883729288	-74958.77438567055	-61.80445162233166	-74958.77438567055	10.95640674806776	122.52652527220056	1.0	0.7058123651106881	2.3019681204589566	-53.65640713481438	0.15391788146992258	-0.41276677635443987	5.694242396897712	0.1346030566956404
78000	-75027.77795207166	-74963.27999719842	-64.4979548732367	-74963.27999719842	12.818927691583548	138.54592079034649	1.0	0.710988654508283	2.2784480021562965	-55.677514610700754	0.15391788146992258	-1.0891298344134719	6.657015403841015	0.12365174723027489
