#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="CalibratedYuleModel.t:tree" spec="beast.base.evolution.speciation.CalibratedYuleModel">
#            <parameter id="birthRateY.t:tree" lower="0.0" name="birthRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:tree" spec="beast.base.evolution.tree.Tree">
#                <taxonset id="TaxonSet.metazoa_alignment" spec="beast.base.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="CalibratedYuleBirthRatePrior.t:tree" name="distribution" x="@birthRateY.t:tree">
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.4" name="alpha" spec="beast.base.inference.parameter.RealParameter">0.001</parameter>
#                <parameter estimate="false" id="RealParameter.5" name="beta" spec="beast.base.inference.parameter.RealParameter">1000.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="ClockPrior.c:clock" name="distribution">
#            <parameter id="clockRate.c:clock" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="GammaShapePrior.s:metazoa_alignment" name="distribution">
#            <parameter id="gammaShape.s:metazoa_alignment" lower="0.1" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="KappaPrior.s:metazoa_alignment" name="distribution">
#            <parameter id="kappa.s:metazoa_alignment" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="M" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="S" spec="beast.base.inference.parameter.RealParameter">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <distribution id="Plankina-Grantia.prior" monophyletic="true" spec="beast.base.evolution.tree.MRCAPrior" tree="@Tree.t:tree">
#            <taxonset id="Plankina-Grantia" spec="beast.base.evolution.alignment.TaxonSet">
#                <taxon id="Grantia_compressa" spec="beast.base.evolution.alignment.Taxon"/>
#                <taxon id="Plakina_jani" spec="beast.base.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Normal id="Normal.0" name="distr">
#                <parameter estimate="false" id="RealParameter.6" name="mean" spec="beast.base.inference.parameter.RealParameter">6.0</parameter>
#                <parameter estimate="false" id="RealParameter.7" name="sigma" spec="beast.base.inference.parameter.RealParameter">0.5</parameter>
#            </Normal>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@metazoa_alignment" id="treeLikelihood.metazoa_alignment" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:tree">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:metazoa_alignment" shape="@gammaShape.s:metazoa_alignment" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:metazoa_alignment" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:metazoa_alignment" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:metazoa_alignment" kappa="@kappa.s:metazoa_alignment" spec="beast.base.evolution.substitutionmodel.HKY">
#                    <frequencies data="@metazoa_alignment" id="empiricalFreqs.s:metazoa_alignment" spec="beast.base.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:clock" id="StrictClock.c:clock" spec="beast.base.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.metazoa_alignment	Tree.height	Tree.treeLength	mutationRate	gammaShape	kappa	CalibratedYuleModel	birthRateY	logP(mrca(Plankina-Grantia))	mrca.age(Plankina-Grantia)	clockRate
591000	-75024.86424599367	-74962.54529555686	-62.31895043680771	-74962.54529555686	12.116312311501241	128.2076452158818	1.0	0.7003455849846826	2.250058880822856	-54.13858812192382	0.1594232642628544	-0.43565258181093774	6.323929953204555	0.1300148756629731
591200	-75019.0456459445	-74955.73380321398	-63.31184273052082	-74955.73380321398	13.318229927306643	134.9239132084205	1.0	0.7061207861332447	2.223229957706414	-55.34156925420742	0.1594232642628544	-0.23028652121494986	6.0474086941932725	0.12222565790520322
591400	-75022.33325688641	-74959.60019097725	-62.73306590916565	-74959.60019097725	12.28376622867273	131.46674003905315	1.0	0.7061207861332447	2.223229957706414	-54.6764810723134	0.1646381815790683	-0.2844373318230132	6.17123956782573	0.12222565790520322
591600	-75020.46339953766	-74958.52927076981	-61.93412876785032	-74958.52927076981	11.781458532164027	126.62175030090827	1.0	0.7096716785000323	2.208183782949203	-53.928644867146666	0.1646381815790683	-0.23568773462795137	6.070343379159747	0.12975922041752933
591800	-75024.95971938399	-74957.2366397269	-67.7230796570754	-74957.2366397269	14.155593250499646	150.13701255489352	1.0	0.716666019706099	2.185215794714804	-57.62122788812083	0.18415262058245807	-2.2221691738928793	6.999094044934748	0.10416821409408579
592000	-75019.52015625357	-74957.71799797752	-61.802158276039684	-74957.71799797752	11.4485009619248	126.0073047451158	1.0	0.716666019706099	2.185215794714804	-53.629564218773865	0.1845203639949138	-0.2909181315572486	6.180453288848557	0.12217301132781896
592200	-75020.13705272994	-74957.1580556097	-62.978997120239335	-74957.1580556097	12.20316599215838	132.25923450118194	1.0	0.716666019706099	2.185215794714804	-54.889800388680385	0.1803364912826408	-0.2304373839807807	5.951802327151338	0.12217301132781896
592400	-75019.19173098633	-74955.52702870153	-63.66470228479878	-74955.52702870153	12.455330518734097	132.3189090997375	1.0	0.716666019706099	2.185215794714804	-55.15061208715085	0.21759538550994506	-0.4676685972802403	6.347762307212493	0.12217301132781896
592600	-75028.45311062406	-74962.2642788657	-66.18883175837065	-74962.2642788657	14.419285551712056	146.2769201430646	1.0	0.716666019706099	2.185215794714804	-57.7677834338597	0.20420406518542397	-0.43809409303482544	6.325808793919147	0.11044007080530964
592800	-75020.16392163241	-74958.37575220963	-61.78816942278046	-74958.37575220963	11.564875897153275	123.39953350340241	1.0	0.7054200348616312	2.2165845729417586	-53.44289136012858	0.2016641388244688	-0.3737492411785305	5.728009293785796	0.13262115883833872
593000	-75024.72270985402	-74962.21162413637	-62.51108571765013	-74962.21162413637	11.883474259996538	127.82889943295623	1.0	0.7059859921817111	2.253661274876164	-54.630254566502714	0.14316616550874237	-0.23653945228988849	5.926692088949551	0.12546711645899566
593200	-75025.50733621918	-74963.52978221964	-61.97755399953752	-74963.52978221964	11.711510940541308	126.75993258072555	1.0	0.7059859921817111	2.253661274876164	-53.91347841624989	0.17363062192302434	-0.22702211619421833	5.975193110337137	0.12546711645899566
593400	-75023.40227595485	-74958.56201561319	-64.84026034166219	-74958.56201561319	12.689742523426538	140.5998034455649	1.0	0.696694901494368	2.2368951133790174	-55.93132850689281	0.162975576171852	-1.1510002911949093	6.680150328438567	0.11232331757708819
593600	-75020.68018822535	-74959.43151836607	-61.24866985927679	-74959.43151836607	11.583372138461025	122.19479120616668	1.0	0.7049776357261347	2.233415226773434	-53.09685784361929	0.18500861156237827	-0.26026238561513926	5.868715894011476	0.13441082094396603
593800	-75021.35780479015	-74959.07620295265	-62.28160183749427	-74959.07620295265	11.33175511778906	122.30286589086819	1.0	0.7049776357261347	2.233415226773434	-53.84848214415768	0.24889680504418785	-0.24516681109336377	5.90157373712104	0.13441082094396603
594000	-75020.64339591477	-74957.37446709852	-63.26892881625314	-74957.37446709852	12.133821587875522	130.60023842916885	1.0	0.6984565578678499	2.208513700249727	-54.74191971222936	0.21644437767908378	-0.4949369331704387	6.366841641942209	0.12795639250312102
594200	-75018.41184421451	-74956.30402674283	-62.10781747167637	-74956.30402674283	11.090893140073954	123.62211820757462	1.0	0.6984565578678499	2.208513700249727	-53.76988773945425	0.23141580405575776	-0.23902696086699438	5.9186501130232285	0.12795639250312102
594400	-75026.18266830523	-74962.5215982726	-63.6610700326465	-74962.5215982726	12.584824310822077	135.90964311916713	1.0	0.6984565578678499	2.208513700249727	-55.37739221827454	0.15392468277351837	-0.5921974815477891	6.428022270976092	0.1147529877223723
594600	-75023.43908190796	-74957.12610981046	-66.31297209750366	-74957.12610981046	13.876503245020913	144.19007162868758	1.0	0.6984565578678499	2.208513700249727	-56.88897317739809	0.1973270499600253	-1.4843244895976975	6.793263240341115	0.11064437161823477
594800	-75019.63565277972	-74958.48004583851	-61.15560694120589	-74958.48004583851	10.16503574681235	110.2644507772358	1.0	0.6893805522273543	2.2223468431632267	-51.37987478987727	0.18135916720704473	-1.9240218325475449	5.078525507704414	0.14526279734442155
595000	-75019.16617825639	-74958.56395329228	-60.60222496410522	-74958.56395329228	11.446785166932852	116.94457024369706	1.0	0.7010108652469437	2.3047602663278464	-52.47374127458582	0.16499645693845674	-0.3274774203208258	5.774516000926786	0.1432199477988915
595200	-75020.44303021207	-74959.28066262027	-61.16236759181197	-74959.28066262027	11.978915382323226	117.71618111688223	1.0	0.7010108652469437	2.3047602663278464	-52.659065146277825	0.24159005875011103	-0.3212825839640282	5.781492298397401	0.1432199477988915
595400	-75026.59647784781	-74965.0272405073	-61.56923734050603	-74965.0272405073	10.687992956458501	109.16161271352732	1.0	0.7010108652469437	2.3047602663278464	-51.23280102891761	0.18247986940106925	-2.4347974131220007	4.949046608912347	0.14906296653624793
595600	-75017.7785739255	-74955.01386922851	-62.76470469698953	-74955.01386922851	11.430928439175304	126.02705581959712	1.0	0.7010108652469437	2.3047602663278464	-54.868070547739016	0.13148159719168245	-0.32249144186324236	5.780113564289978	0.13435574306712417
595800	-75017.66150556249	-74955.7177680439	-61.94373751858797	-74955.7177680439	11.11437257589446	119.22101742386943	1.0	0.692226099430317	2.334279283742078	-53.06732062425497	0.2328856671613038	-0.7284142532849142	5.498690265085453	0.14398504029889497
596000	-75028.28310458327	-74966.08376966124	-62.19933492202948	-74966.08376966124	12.223194842370738	126.72146891193663	1.0	0.6887309294840003	2.3588354446954525	-54.095553722062625	0.1632500542795967	-0.3047727423752028	5.801277341842361	0.12797836311076344
596200	-75024.31846254878	-74962.00671333275	-62.31174921601653	-74962.00671333275	12.128256080192735	128.52730792322535	1.0	0.694157701469578	2.3379307639150944	-54.176651399476796	0.1632500542795967	-0.33873098439869576	6.237633785217894	0.1298167022150916
596400	-75020.35843065372	-74957.61778309886	-62.740647554857	-74957.61778309886	12.344998575510353	125.32903085489676	1.0	0.6857301302810482	2.3116882474143723	-54.343528145117745	0.23964106055617965	-0.2357869049992783	5.9293050484314795	0.13487612159702536
596600	-75022.64710787285	-74960.20928268024	-62.43782519261297	-74960.20928268024	12.854963060914296	129.035697642997	1.0	0.6870313532080886	2.3030756587992456	-54.410774057571295	0.1643995492574823	-0.2442994068174308	5.9038021461447725	0.1299422105183211
596800	-75022.65777919831	-74956.17764133766	-66.48013786064335	-74956.17764133766	14.323138995494624	153.3132756045281	1.0	0.6892874063079457	2.2713824994289835	-58.155329862323924	0.1643995492574823	-0.5521256003670992	6.403939505199957	0.10758763589744075
597000	-75019.36239230623	-74951.67003295774	-67.69235934848763	-74951.67003295774	14.344749077938015	152.14046890190988	1.0	0.6912155446660613	2.2723925940331373	-58.168769848038636	0.11966454173364227	-2.0659199289028165	6.959199816581011	0.11149097655210335
597200	-75017.59257941962	-74955.75281247501	-61.83976694461313	-74955.75281247501	10.834260159619685	117.03619125942728	1.0	0.6837868422800195	2.291110048204117	-52.86874821938689	0.24947440627584785	-0.7794346634681488	5.47386156250307	0.14365036410108223
597400	-75020.92072843372	-74957.99942958944	-62.92129884426787	-74957.99942958944	13.002658570499484	132.45464456408467	1.0	0.6733644611328765	2.2700961110681357	-54.823902301214375	0.17841439007738427	-0.25939702979061385	6.129625763538516	0.1325447055147388
597600	-75021.61441923342	-74958.9619196169	-62.652499616525	-74958.9619196169	12.69186762840273	130.89645459925956	1.0	0.6733644611328765	2.2700961110681357	-54.507279342813085	0.17841439007738427	-0.30722076044903546	6.201778848996009	0.1325447055147388
597800	-75020.14326994312	-74958.16175687482	-61.98151306830542	-74958.16175687482	11.535770286715472	121.77756480840549	1.0	0.6813898559767707	2.2787263436225786	-53.995413641898566	0.1393201745912225	-0.38383891334799963	5.718888313384811	0.13790426714126064
598000	-75018.10083769127	-74955.60954896483	-62.491288726437794	-74955.60954896483	12.262386307596085	127.09723940080107	1.0	0.6813898559767707	2.2787263436225786	-54.129681774933196	0.18218505691891002	-0.49132355374811887	5.635629171651056	0.13338206331733818
598200	-75019.00924530717	-74955.6581709375	-63.3510743696635	-74955.6581709375	11.913230782691329	127.5512463774179	1.0	0.6914639473669962	2.2424663058954453	-54.916699520511	0.24678143175768968	-0.26492347613704514	6.139878739435837	0.13688650272903266
598400	-75022.85671167474	-74961.04760904911	-61.809102625623424	-74961.04760904911	11.833229307858481	121.81682913858978	1.0	0.6914639473669962	2.2424663058954453	-53.936769521122066	0.13958398759903703	-0.2722556638326808	5.847579018524428	0.13672171661415128
598600	-75018.53252443956	-74956.93511558531	-61.59740885426106	-74956.93511558531	12.200976730534265	124.71012747057776	1.0	0.6914639473669962	2.2424663058954453	-53.508344132725995	0.18151483850298847	-0.22653709747524722	5.980690095410388	0.13672171661415128
598800	-75017.17401554834	-74954.93733532731	-62.23668022102443	-74954.93733532731	11.307658395866802	121.27926124451704	1.0	0.6914639473669962	2.2424663058954453	-54.43823143821332	0.12733552261794295	-0.2901327182503712	5.820638123329338	0.13672171661415128
599000	-75011.88787941498	-74951.17790855907	-60.70997085591727	-74951.17790855907	10.082698835593176	107.02632335446494	1.0	0.6914639473669962	2.2424663058954453	-50.52186612409759	0.22601225192492758	-2.1065000574915964	5.030281302426609	0.15553445309357972
599200	-75014.78455990987	-74953.9736998462	-60.81086006365929	-74953.9736998462	9.935071546263053	105.91255247552509	1.0	0.6914639473669962	2.2424663058954453	-50.649360540531326	0.2690228068684951	-1.9058190951494076	5.083477293651521	0.15553445309357972
599400	-75021.29306762444	-74958.95534662752	-62.33772099691729	-74958.95534662752	9.706406841081503	106.3211045957418	1.0	0.6914639473669962	2.2424663058954453	-52.00928398185448	0.3228438583859896	-1.890512502801831	5.087662028040841	0.15143694549203263
599600	-75015.94682904563	-74954.05898598734	-61.88784305829113	-74954.05898598734	11.687592138983504	122.35768993081712	1.0	0.6914639473669962	2.2424663058954453	-53.48971596116189	0.16432693963364509	-0.634996609018345	5.5476697797108745	0.1339211684610635
599800	-75014.7298571362	-74952.98093074418	-61.74892639202949	-74952.98093074418	11.358511465897775	122.98120446594828	1.0	0.6914639473669962	2.2424663058954453	-53.65733370269238	0.15631438528854272	-0.37840893320808516	5.723759542641417	0.1339211684610635
600000	-75015.28952203262	-74954.14460695429	-61.14491507832489	-74954.14460695429	12.15545735236809	120.00979742462484	1.0	0.7009143094991516	2.228558331237101	-52.80553526738875	0.1852315337278718	-0.45259204885516985	5.663250318329443	0.13859074461715024
600200	-75026.88893855462	-74960.8054286078	-66.0835099468175	-74960.8054286078	13.558342315450993	136.1914761394896	1.0	0.7009143094991516	2.228558331237101	-58.23411650486752	0.09439113730241667	-0.6361817528647926	6.452984768077286	0.1272672371272467
600400	-75016.2679938343	-74952.9859540449	-63.28203978941321	-74952.9859540449	12.290042754586734	128.6147124910181	1.0	0.7009143094991516	2.228558331237101	-54.87036573631936	0.22471066969015602	-0.33183293296868704	5.769737562416316	0.1272672371272467
600600	-75016.90120640682	-74953.37383094011	-63.52737546670694	-74953.37383094011	12.460863511613526	130.89643065535475	1.0	0.6914239942327369	2.249258675114604	-55.1967551490114	0.21858114423659883	-0.2798066265921942	5.835659995820453	0.1270904583399551
600800	-75023.73612156302	-74960.21604395258	-63.52007761044326	-74960.21604395258	12.618270078671449	135.44475220144562	1.0	0.6914239942327369	2.249258675114604	-55.635520391638394	0.1468785086736418	-0.2309692204394751	5.949118432636427	0.11961723132473086
601000	-75021.58776955359	-74956.65766300754	-64.93010654604345	-74956.65766300754	13.789301934078658	137.95090197230928	1.0	0.6853961514213948	2.218315007131567	-56.6589294798177	0.21736014339708942	-0.24410072914821276	5.904319864905286	0.12056660652109247
601200	-75017.01883091264	-74952.9509658641	-64.06786504853643	-74952.9509658641	12.731384487078389	135.35086040854534	1.0	0.6853961514213948	2.218315007131567	-56.33734610682926	0.12185034309735032	-0.2817213814378187	6.167227433145838	0.12056660652109247
601400	-75019.95629662309	-74958.73295124524	-61.223345377845135	-74958.73295124524	11.181631359872707	116.99513435139833	1.0	0.6853961514213948	2.218315007131567	-52.35430249753745	0.19407419243064558	-0.9551916177537974	5.396095924376615	0.14440829765990892
601600	-75016.76805724148	-74955.22309559782	-61.544961643660145	-74955.22309559782	11.005053728723635	112.3030430954287	1.0	0.6853961514213948	2.218315007131567	-52.076513285669414	0.16295934505619095	-1.729193238815025	5.132993112435	0.15191722219029
601800	-75023.12585284788	-74962.11171528544	-61.01413756243451	-74962.11171528544	11.71131084305368	116.8262657495724	1.0	0.6951245166942085	2.2407502586636183	-52.447040203238736	0.1732877058018993	-0.7479262393516685	5.489052406451043	0.14065388375721088
602000	-75019.64360875625	-74957.84984305452	-61.79376570173077	-74957.84984305452	11.256897614256573	117.2443102855749	1.0	0.6951245166942085	2.2407502586636183	-52.97461145101826	0.2550219856259399	-0.6138912860093386	5.559488970986758	0.14065388375721088
602200	-75026.15595616035	-74962.49795114342	-63.65800501692805	-74962.49795114342	12.787493430762096	135.53371064648192	1.0	0.6951245166942085	2.2407502586636183	-55.31072439667961	0.153491771603367	-0.6493142821422624	6.46017547169397	0.12139914521288808
602400	-75020.49939515216	-74956.88046035322	-63.61893479894849	-74956.88046035322	12.939962821146509	136.3850905436478	1.0	0.6951245166942085	2.2407502586636183	-55.51515106171643	0.153491771603367	-0.40581739912587933	6.300021704615809	0.12139914521288808
602600	-75021.24017482201	-74960.27838659473	-60.96178822727984	-74960.27838659473	11.35403003772175	117.57328820553013	1.0	0.6885913015678069	2.2738836717099513	-52.49141512284418	0.23148990755592963	-0.35545098337085834	5.745383002603782	0.14577412737499149
602800	-75018.72063813535	-74955.75699452557	-62.96364360978151	-74955.75699452557	12.496140918653406	131.67924444110764	1.0	0.6885913015678069	2.2738836717099513	-55.08761103055472	0.14516977885101282	-0.22736247657255004	6.028027878334104	0.12480316959120956
603000	-75020.08328271867	-74955.881385425	-64.20189729366128	-74955.881385425	12.299712668481087	128.21287410773624	1.0	0.6885913015678069	2.2738836717099513	-56.434614509579006	0.10641667587557903	-0.42888254618956834	6.318662198530702	0.12480316959120956
603200	-75015.73083413145	-74952.02436922662	-63.70646490482478	-74952.02436922662	12.46056545330165	130.54926116120032	1.0	0.6961383373386109	2.251212583027279	-55.34762104116244	0.23422191456008612	-0.23349429580628653	6.0620602254328775	0.12871060174594778
603400	-75019.6727566726	-74956.6632158903	-63.00954078231186	-74956.6632158903	12.234990472793589	132.77712167915757	1.0	0.6961383373386109	2.251212583027279	-54.93027537154287	0.17795646088008701	-0.22842747846764794	6.036305136158129	0.12453909144463282
603600	-75014.59957811383	-74953.61144109293	-60.98813702089704	-74953.61144109293	9.975701244704778	109.47914795254029	1.0	0.6961383373386109	2.251212583027279	-51.54640144295643	0.16514163618139108	-1.6655711368427055	5.151536746759773	0.15083327561496399
603800	-75017.48960701836	-74956.37494176485	-61.11466525351387	-74956.37494176485	10.367082376851911	110.03028652967977	1.0	0.6961383373386109	2.251212583027279	-51.619157316385085	0.16610585937899205	-1.7135265681673664	5.137522401588702	0.15083327561496399
604000	-75015.64781034854	-74952.96487108768	-62.682939260859705	-74952.96487108768	12.59772204217538	130.86416272249073	1.0	0.6961383373386109	2.251212583027279	-54.46115819055139	0.17444770315035088	-0.3908406501109953	6.287271037059314	0.1294507882507281
604200	-75018.89301109537	-74955.61244068277	-63.28057041259049	-74955.61244068277	12.919515327424085	130.2730586015724	1.0	0.6961383373386109	2.251212583027279	-55.50634585394251	0.12634710263775184	-0.26560174593287134	6.141085777610899	0.1294507882507281
604400	-75016.49905319122	-74953.15492709233	-63.34412609889256	-74953.15492709233	13.26850706021482	135.05373543761323	1.0	0.7039741740842279	2.2264403446663836	-55.32046356790407	0.16858800234316493	-0.2287157570778476	6.038238752811253	0.12540084037658306
604600	-75017.40825380954	-74954.66775278568	-62.74050102386473	-74954.66775278568	12.055253853321464	129.61282097949805	1.0	0.7039741740842279	2.2264403446663836	-54.893690013349236	0.14160623597555588	-0.2261244735993085	6.01290583113521	0.12540084037658306
604800	-75016.09784760997	-74955.67190530774	-60.42594230223262	-74955.67190530774	10.232410399343884	110.1998045020957	1.0	0.6978289840501724	2.249863996705625	-51.051696274375196	0.2196553185992015	-1.3118924157797807	5.263080376453764	0.1476888497691487
605000	-75018.16769064996	-74955.06135423556	-63.10633641440878	-74955.06135423556	12.002781245029263	130.3921850523811	1.0	0.7115207715110581	2.2511981818524314	-55.182370989087545	0.13342331934705687	-0.345519197877199	6.244671049812265	0.12628114595611326
605200	-75018.94761410313	-74956.31240710076	-62.635207002370976	-74956.31240710076	12.213358253122633	129.23949858123106	1.0	0.7223288353849735	2.222215615499294	-54.21188830031685	0.1976502250058205	-0.45276175165347843	6.336875643976194	0.12525127012436713
605400	-75016.26054343773	-74954.27692941054	-61.9836140271892	-74954.27692941054	11.99230701297805	125.60623236589954	1.0	0.7223288353849735	2.222215615499294	-53.761206626137955	0.1976502250058205	-0.2518504506505912	5.885852950090982	0.12525127012436713
605600	-75017.54832866725	-74954.55351575757	-62.99481290968884	-74954.55351575757	12.563193314938376	131.88426492132692	1.0	0.7072240909722677	2.2850700120053045	-54.61932328387932	0.18398839388858432	-0.4670616771332047	6.3473257293150604	0.12330317569966016
605800	-75022.03614335111	-74958.30144293839	-63.73470041271788	-74958.30144293839	12.353428352134795	135.04440765195437	1.0	0.7072240909722677	2.2850700120053045	-55.215435506852856	0.19014697447145504	-0.5779390792044907	6.419611562376303	0.12330317569966016
606000	-75016.24316696865	-74952.57050359086	-63.67266337779013	-74952.57050359086	13.036296179914288	134.97762939937516	1.0	0.7072240909722677	2.2850700120053045	-55.230595073267864	0.19014697447145504	-0.5007424778617382	6.370776971518601	0.12330317569966016
606200	-75011.73217909843	-74951.60518509237	-60.12699400605204	-74951.60518509237	9.8287141887667	108.94105898254504	1.0	0.7160513653521885	2.3051802549612925	-50.90276945703465	0.19014697447145504	-1.2662582035851435	5.278727911624047	0.15201350584776316
606400	-75018.2014897803	-74958.85859266589	-59.342897114409794	-74958.85859266589	9.493613788963756	106.57785193557932	1.0	0.7134926633437984	2.2712606746941595	-50.61774534688688	0.17660191858375388	-0.85677256693873	5.438314494448182	0.15697538193777974
606600	-75022.51175229346	-74957.39732133278	-65.11443096067346	-74957.39732133278	11.794417760181975	126.04321736260452	1.0	0.7134926633437984	2.2712606746941595	-56.49044603717043	0.3000802565911625	-0.22586058765896305	6.005883664429404	0.13126997985066574
606800	-75020.69278201154	-74960.01572439648	-60.677057615057	-74960.01572439648	10.422857356902886	119.45822743484172	1.0	0.705244477646594	2.2913752124194193	-52.57576553720046	0.17791866735111292	-0.22591064466815347	6.007723083044552	0.13625083260900636
607000	-75016.59328044999	-74954.04816603106	-62.54511441892462	-74954.04816603106	11.461170911045517	122.77548042579969	1.0	0.705244477646594	2.2913752124194193	-54.08059179868096	0.2558478138626769	-0.2261702444457172	5.986236065224838	0.13625083260900636
607200	-75018.15274086277	-74956.93506130404	-61.21767955872875	-74956.93506130404	11.51854689075472	121.88767809571641	1.0	0.705244477646594	2.2913752124194193	-52.9871188883721	0.20240531366835532	-0.22633802669688713	5.98346709263076	0.13625083260900636
607400	-75020.67328019941	-74959.71412027831	-60.959159921092855	-74959.71412027831	12.042572683216715	119.6113918194158	1.0	0.705244477646594	2.2913752124194193	-52.96006690658081	0.15921064776146035	-0.23471755775530145	5.933193544059821	0.13625083260900636
607600	-75021.29124974625	-74955.6285840888	-65.66266565745454	-74955.6285840888	14.06755481318017	142.92283799756913	1.0	0.6946563460188839	2.2785166542288353	-57.045818567114495	0.20547397777214207	-0.613179413451537	6.440106839759853	0.11847952817079661
607800	-75021.29943463522	-74957.07153174387	-64.2279028913512	-74957.07153174387	13.249767529710162	137.5455348114909	1.0	0.6946563460188839	2.2785166542288353	-55.647948198749944	0.14781867658279005	-0.9053483706336173	6.582905231572376	0.11847952817079661
608000	-75024.2058940662	-74961.92769816738	-62.27819589881334	-74961.92769816738	12.549231200364392	126.48099571794396	1.0	0.7012392095749654	2.250358948985861	-54.01609592793663	0.20438308786144704	-0.26814945390747313	5.854469760422884	0.13138009805321094
608200	-75013.84673191272	-74952.04203805179	-61.804693860938464	-74952.04203805179	11.752060028172753	124.960203071034	1.0	0.7085207840180514	2.229522313911051	-53.57820535645715	0.20438308786144704	-0.23340642295915323	6.0617052279568995	0.12815355719947166
608400	-75018.77361436497	-74952.81999431939	-65.95362004557153	-74952.81999431939	12.982253623823317	134.30025525361958	1.0	0.7107363537978908	2.206239471564704	-57.3845758584207	0.26906465232888116	-0.3081321280082341	6.202904873479553	0.11936499939965117
608600	-75022.37755516024	-74958.42262916607	-63.95492599416577	-74958.42262916607	12.705999204964899	135.4378556501325	1.0	0.7016709111983369	2.164331582142858	-55.96930463822886	0.12899352422028063	-0.4848676300843644	6.359914071300107	0.12337167794148843
608800	-75017.59932667372	-74953.30472955959	-64.29459711413418	-74953.30472955959	12.755924719770718	137.8415988730672	1.0	0.6918814372290316	2.149209609141504	-56.26387378938313	0.12899352422028063	-0.5457321600541927	6.399963002919936	0.11774554554159636
609000	-75018.10217072928	-74957.31220718609	-60.78996354318987	-74957.31220718609	11.509845280500981	120.39572854448276	1.0	0.6918814372290316	2.149209609141504	-52.76142303498777	0.17721862140837197	-0.22619682397880192	5.985761472441391	0.1371486793412322
609200	-75018.97401692635	-74957.9532788754	-61.02073805095182	-74957.9532788754	11.329532828477625	120.53505788455394	1.0	0.6918814372290316	2.149209609141504	-53.050903770934866	0.16290078359627647	-0.2516634645555309	5.88626321634844	0.1371486793412322
609400	-75023.56657181046	-74959.93974726996	-63.62682454048764	-74959.93974726996	12.2999690339138	132.54916281404158	1.0	0.6826251894918022	2.1327774430960056	-54.64693330956003	0.1950899685936908	-1.0973076598825302	6.660119802474446	0.12277265925573412
609600	-75027.01813822507	-74962.99953100157	-64.0186072235152	-74962.99953100157	12.97776232750099	134.413387744504	1.0	0.6826251894918022	2.1327774430960056	-56.017325200285896	0.12428888703394758	-0.5691706404649839	6.4143544906358905	0.12277265925573412
609800	-75027.91815394415	-74968.48023300177	-59.437920942375165	-74968.48023300177	10.190180318038628	108.32637988041252	1.0	0.6826251894918022	2.1327774430960056	-50.53703997170078	0.22013070639182233	-0.8976324592215078	5.420413463503171	0.15195868166501267
610000	-75018.66339122104	-74957.68633508914	-60.977056131895196	-74957.68633508914	11.679100977492697	120.67918255478152	1.0	0.6915807913241433	2.103061268166759	-52.98366441239056	0.16851524034159734	-0.25995709519718757	5.869298541415063	0.13809072946679823
610200	-75021.81455513793	-74959.32455101536	-62.49000412255596	-74959.32455101536	11.497048575628114	122.9825387193629	1.0	0.6915807913241433	2.103061268166759	-54.81001486404336	0.12401142904636189	-0.2529449473017699	5.88348048520303	0.13809072946679823
